repo,status,files_changed,additions,deletions,lines_changed,description_length,review_count,comment_count,participants,analysis_time_hours
trekhleb/javascript-algorithms,CLOSED,2,170,0,170,105,1,1,2,63238.234444444446
trekhleb/javascript-algorithms,MERGED,1,11,11,22,0,1,4,7,1292.485
trekhleb/javascript-algorithms,CLOSED,0,0,0,0,0,1,2,5,71.69222222222223
trekhleb/javascript-algorithms,CLOSED,0,0,0,0,0,1,0,3,71.62222222222222
trekhleb/javascript-algorithms,CLOSED,1,1,1,2,14,1,0,3,202.27722222222224
trekhleb/javascript-algorithms,CLOSED,1,1,1,2,514,1,3,2,11202.900555555556
trekhleb/javascript-algorithms,MERGED,2,14,13,27,202,1,0,3,2066.764166666667
trekhleb/javascript-algorithms,MERGED,4,4,4,8,14,1,0,3,1041.1522222222222
trekhleb/javascript-algorithms,MERGED,1,2,0,2,635,1,0,3,759.4780555555556
trekhleb/javascript-algorithms,CLOSED,2,1,353,354,0,1,0,1,860.0588888888889
trekhleb/javascript-algorithms,CLOSED,3,1050,0,1050,0,1,0,2,50.84166666666667
trekhleb/javascript-algorithms,CLOSED,1,94,0,94,1805,1,0,2,95.26638888888888
trekhleb/javascript-algorithms,CLOSED,1,2,2,4,94,1,0,2,15903.949166666667
trekhleb/javascript-algorithms,CLOSED,1,4,0,4,65,1,1,2,1359.450833333333
trekhleb/javascript-algorithms,CLOSED,1,1,0,1,18,1,0,3,1397.5922222222223
ossu/computer-science,MERGED,1,1,2,3,97,1,0,3,12.54111111111111
ossu/computer-science,MERGED,1,19,12,31,172,2,0,3,4.640833333333333
ossu/computer-science,MERGED,1,16,11,27,292,1,0,3,493.0330555555556
ossu/computer-science,CLOSED,1,1,1,2,10,1,2,4,125.93194444444444
ossu/computer-science,MERGED,3,18,39,57,212,1,0,2,23.541944444444443
ossu/computer-science,MERGED,1,2,2,4,320,1,0,3,82.31555555555556
ossu/computer-science,MERGED,1,8,21,29,1284,1,1,2,34.86972222222222
ossu/computer-science,MERGED,1,1,1,2,223,2,0,3,3.8497222222222223
ossu/computer-science,CLOSED,2,5,0,5,0,1,0,3,13.701666666666666
ossu/computer-science,MERGED,1,1,0,1,350,1,1,4,1503.8227777777777
ossu/computer-science,MERGED,1,1,1,2,14,1,1,3,497.1036111111111
ossu/computer-science,MERGED,1,6,6,12,46,1,0,3,34.916111111111114
ossu/computer-science,MERGED,1,7,0,7,173,1,4,6,1678.1544444444444
ossu/computer-science,MERGED,1,2,0,2,185,1,5,4,1067.6663888888888
ossu/computer-science,MERGED,1,1,1,2,92,1,6,5,1850.0547222222224
ossu/computer-science,CLOSED,1,1,1,2,85,1,2,4,7661.668333333333
ossu/computer-science,CLOSED,1,1,0,1,76,1,1,3,641.8994444444445
ossu/computer-science,MERGED,1,1,1,2,69,2,1,4,61.44777777777778
ossu/computer-science,CLOSED,1,1,0,1,204,2,6,4,513.7305555555556
ossu/computer-science,MERGED,1,4,4,8,25,2,0,2,12.568333333333332
ohmyzsh/ohmyzsh,CLOSED,1,26,3,29,970,1,2,2,1.7997222222222222
ohmyzsh/ohmyzsh,MERGED,1,2,2,4,1376,3,0,4,66.59333333333333
ohmyzsh/ohmyzsh,MERGED,1,6,1,7,6118,3,1,2,7351.878333333333
ohmyzsh/ohmyzsh,MERGED,1,9,0,9,737,2,1,3,61.25
ohmyzsh/ohmyzsh,MERGED,5,88,40,128,91,1,0,1,24.550555555555555
ohmyzsh/ohmyzsh,MERGED,1,1,1,2,1053,1,0,1,18.444444444444443
ohmyzsh/ohmyzsh,MERGED,1,1,1,2,1533,1,0,1,18.385
ohmyzsh/ohmyzsh,MERGED,5,6,6,12,2018,1,0,1,18.380277777777778
ohmyzsh/ohmyzsh,MERGED,1,19,1,20,199,1,0,3,767.2552777777778
ohmyzsh/ohmyzsh,MERGED,1,16,0,16,1003,1,1,2,18.3375
ohmyzsh/ohmyzsh,MERGED,1,2,2,4,1586,3,0,4,15.12888888888889
ohmyzsh/ohmyzsh,MERGED,5,6,6,12,1918,1,0,1,20.051666666666662
ohmyzsh/ohmyzsh,MERGED,1,1,1,2,6842,1,0,1,20.02722222222222
ohmyzsh/ohmyzsh,MERGED,2,2,2,4,2092,1,0,1,19.98777777777778
ohmyzsh/ohmyzsh,MERGED,5,6,6,12,1758,1,0,1,19.04
ohmyzsh/ohmyzsh,MERGED,1,1,1,2,1787,1,0,1,19.032777777777778
ohmyzsh/ohmyzsh,MERGED,2,12,5,17,1519,2,5,2,118.54527777777778
ohmyzsh/ohmyzsh,MERGED,1,1,1,2,2422,1,0,1,4.593333333333334
ohmyzsh/ohmyzsh,MERGED,1,1,1,2,2199,1,0,1,4.581944444444445
ohmyzsh/ohmyzsh,MERGED,5,6,6,12,1438,1,0,1,4.5744444444444445
n8n-io/n8n,MERGED,4,463,0,463,1044,6,2,2,50.070277777777775
n8n-io/n8n,MERGED,2,23,0,23,633,4,1,2,2.0572222222222223
n8n-io/n8n,MERGED,4,261,98,359,1253,2,2,2,3.6197222222222223
n8n-io/n8n,MERGED,14,284,1,285,4525,2,1,2,1.1477777777777778
n8n-io/n8n,MERGED,1,5,0,5,631,3,4,2,220.1652777777778
n8n-io/n8n,MERGED,13,33,24,57,1036,5,3,2,963.8316666666668
n8n-io/n8n,CLOSED,2,49,40,89,825,3,3,2,644.3916666666667
n8n-io/n8n,MERGED,43,432,434,866,704,13,3,2,29.871666666666663
n8n-io/n8n,MERGED,24,2485,498,2983,2366,2,3,2,44.57277777777778
n8n-io/n8n,MERGED,31,1626,109,1735,1351,8,6,2,190.82
n8n-io/n8n,MERGED,1,4,1,5,1174,2,2,2,1.1352777777777778
n8n-io/n8n,MERGED,1,1,1,2,651,2,3,2,25.038888888888888
n8n-io/n8n,MERGED,10,442,29,471,780,21,9,3,257.5055555555556
n8n-io/n8n,MERGED,7,43,32,75,1989,17,11,3,2690.3580555555554
n8n-io/n8n,MERGED,2,2,2,4,772,2,2,2,1.7075
n8n-io/n8n,MERGED,9,913,11,924,3013,19,3,3,149.63861111111112
n8n-io/n8n,MERGED,3,277,14,291,1683,2,2,1,2.859722222222222
n8n-io/n8n,CLOSED,1,5,11,16,1460,1,8,4,382.4805555555556
n8n-io/n8n,MERGED,5,160,33,193,1744,1,1,2,23.85333333333333
n8n-io/n8n,CLOSED,199,5132,5261,10393,1125,1,3,1,363.4291666666667
vuejs/vue,CLOSED,4,6,6,12,1038,1,0,2,46618.366944444446
vuejs/vue,MERGED,1,7,7,14,920,1,0,2,1.9872222222222224
vuejs/vue,CLOSED,1,4,0,4,993,1,0,2,52625.005277777775
vuejs/vue,CLOSED,3,3,3,6,942,1,6,3,46218.68166666666
vuejs/vue,CLOSED,3,39,3,42,1250,1,5,4,58831.504166666666
vuejs/vue,CLOSED,1,1,0,1,920,1,0,2,20899.35944444445
vuejs/vue,CLOSED,1,67,0,67,1076,1,0,2,32859.27222222222
vuejs/vue,CLOSED,2,9,1,10,931,1,3,6,7448.3175
vuejs/vue,CLOSED,12,28,15,43,958,4,6,5,31533.24555555556
vuejs/vue,CLOSED,1,1,1,2,955,1,0,3,10793.403888888888
vuejs/vue,MERGED,1,1,1,2,936,2,0,2,2.3469444444444445
vuejs/vue,MERGED,1,1,1,2,1095,1,0,2,20.38111111111111
vuejs/vue,CLOSED,3,17,28,45,1697,2,3,3,19487.22555555556
vuejs/vue,CLOSED,5,115,22,137,224,3,0,2,25888.79138888889
vuejs/vue,CLOSED,6,402,8,410,3763,10,7,6,36861.34361111111
vuejs/vue,CLOSED,3,15,17,32,1281,5,19,9,49001.958333333336
vuejs/vue,MERGED,1,4,3,7,1506,1,1,2,1016.9447222222224
vuejs/vue,CLOSED,2,16,1,17,942,2,0,2,32517.84138888889
vuejs/vue,MERGED,2,38,2,40,1029,2,18,19,19174.289166666666
vuejs/vue,MERGED,2,43,2,45,1367,1,0,3,7389.8025
microsoft/vscode,MERGED,6,131,6,137,0,2,0,3,1.9025
microsoft/vscode,CLOSED,1,18,6,24,433,1,4,2,95.96916666666668
microsoft/vscode,MERGED,1,9,5,14,704,2,0,3,1.2413888888888889
microsoft/vscode,MERGED,33,1113,4349,5462,0,2,0,3,2.089166666666667
microsoft/vscode,MERGED,3,20,7,27,1010,6,0,5,120.24555555555555
microsoft/vscode,MERGED,5,56,94,150,56,2,1,3,46.531666666666666
microsoft/vscode,CLOSED,1,1,1,2,42,1,1,2,208.44444444444449
microsoft/vscode,CLOSED,1,1,1,2,42,1,0,2,30.83194444444445
microsoft/vscode,CLOSED,3,36,5,41,1268,1,1,3,7.351944444444444
microsoft/vscode,MERGED,6,117,19,136,1817,2,0,3,2.5077777777777777
microsoft/vscode,MERGED,5,143,73,216,0,2,1,3,2.313333333333333
microsoft/vscode,MERGED,1,16,10,26,3276,2,8,3,4.473888888888889
microsoft/vscode,MERGED,3,18,15,33,0,2,0,3,1.41
microsoft/vscode,MERGED,2,34,2,36,271,2,3,3,11.139166666666666
microsoft/vscode,MERGED,2,65,1,66,4250,3,0,3,2.8430555555555554
microsoft/vscode,MERGED,2,2,11,13,0,2,0,3,3.378888888888889
microsoft/vscode,MERGED,4,128,0,128,315,8,0,6,30.40305555555556
microsoft/vscode,MERGED,11,527,55,582,408,3,0,4,7.946944444444444
microsoft/vscode,MERGED,2,1598,173,1771,1802,1,0,1,30.686666666666667
microsoft/vscode,MERGED,1,12,3,15,11,5,0,5,109.955
getify/You-Dont-Know-JS,CLOSED,1,3,3,6,10,1,0,3,73179.15333333334
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,305,1,1,3,76640.2475
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,22,1,5,4,89086.04
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,530,2,0,4,30248.2025
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,398,1,2,3,32814.86444444444
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,684,1,1,4,37120.21666666667
getify/You-Dont-Know-JS,CLOSED,1,2,2,4,501,1,1,2,41236.29583333333
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,98,2,1,3,43316.34555555556
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,663,1,0,3,43947.46666666667
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,689,2,1,4,44407.765
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,644,1,0,3,54906.78888888889
getify/You-Dont-Know-JS,CLOSED,1,1,3,4,118,1,3,3,59501.030277777776
getify/You-Dont-Know-JS,CLOSED,1,2,2,4,93,1,0,3,72099.03805555556
getify/You-Dont-Know-JS,MERGED,4,5,5,10,14,2,1,4,33.18555555555555
getify/You-Dont-Know-JS,MERGED,1,1,1,2,663,2,0,3,3894.090555555556
getify/You-Dont-Know-JS,MERGED,1,1,1,2,0,1,0,3,17540.792222222222
getify/You-Dont-Know-JS,MERGED,11,17,17,34,234,1,1,4,968.2233333333334
getify/You-Dont-Know-JS,CLOSED,1,7,7,14,646,1,1,3,1689.2836111111112
getify/You-Dont-Know-JS,MERGED,10,815,810,1625,846,2,2,2,29.88388888888889
getify/You-Dont-Know-JS,CLOSED,1,1,1,2,726,1,4,3,22338.931111111116
Significant-Gravitas/AutoGPT,MERGED,44,4092,4,4096,8270,98,16,5,485.31888888888886
Significant-Gravitas/AutoGPT,CLOSED,2,296,25,321,588,7,3,2,1466.0019444444445
Significant-Gravitas/AutoGPT,CLOSED,2,55,0,55,746,3,4,4,1463.6302777777778
Significant-Gravitas/AutoGPT,MERGED,29,2492,5,2497,7517,15,17,2,690.8002777777778
Significant-Gravitas/AutoGPT,MERGED,22,3421,11,3432,2411,39,4,2,12.665833333333332
Significant-Gravitas/AutoGPT,MERGED,11,306,95,401,4657,16,3,2,5.118055555555555
Significant-Gravitas/AutoGPT,MERGED,49,5710,914,6624,3960,69,17,2,118.4588888888889
Significant-Gravitas/AutoGPT,MERGED,85,7829,1946,9775,2764,69,26,4,286.965
Significant-Gravitas/AutoGPT,MERGED,5,294,57,351,2644,13,4,1,2.0927777777777776
Significant-Gravitas/AutoGPT,MERGED,2,85,24,109,1375,9,5,1,11.591666666666669
Significant-Gravitas/AutoGPT,MERGED,10,750,67,817,4829,35,6,1,8.528611111111111
Significant-Gravitas/AutoGPT,MERGED,2,52,17,69,1199,7,27,6,8166.966111111111
Significant-Gravitas/AutoGPT,MERGED,4,172,1,173,1676,9,6,2,3.313888888888889
Significant-Gravitas/AutoGPT,MERGED,15,1671,19,1690,4408,35,3,2,2.215
Significant-Gravitas/AutoGPT,MERGED,13,1927,27,1954,3982,19,5,2,3.5972222222222223
Significant-Gravitas/AutoGPT,MERGED,3,12,7,19,714,5,5,4,256.3855555555556
Significant-Gravitas/AutoGPT,MERGED,2,58,1,59,454,3,4,2,45.59111111111111
Significant-Gravitas/AutoGPT,MERGED,2,35,3,38,319,1,4,2,45.466388888888886
Significant-Gravitas/AutoGPT,MERGED,84,3705,26,3731,11713,40,6,2,64.71194444444444
Significant-Gravitas/AutoGPT,CLOSED,2,12,3,15,1216,3,6,3,43.27194444444444
jackfrued/Python-100-Days,CLOSED,1,1,1,2,4,1,0,2,27865.422777777778
jackfrued/Python-100-Days,CLOSED,1,7,1,8,29,1,0,3,39141.80416666667
jackfrued/Python-100-Days,CLOSED,1,1,1,2,14,1,1,2,12647.126666666669
jackfrued/Python-100-Days,CLOSED,1,3,3,6,0,1,2,4,218.17777777777775
jackfrued/Python-100-Days,CLOSED,1,1,1,2,0,1,3,3,506.8061111111112
flutter/flutter,CLOSED,1,5,5,10,2189,1,5,2,3.412777777777778
flutter/flutter,CLOSED,1,1,1,2,978,1,5,2,3.2827777777777776
flutter/flutter,MERGED,1,1,1,2,820,1,1,2,2.203055555555556
flutter/flutter,CLOSED,1,4,4,8,2093,1,3,2,1.2661111111111112
flutter/flutter,MERGED,1,1,1,2,819,1,1,2,2.077777777777778
flutter/flutter,MERGED,3,115,2,117,1998,6,1,4,202.07777777777775
flutter/flutter,MERGED,7,484,15,499,4073,3,7,6,1664.4905555555556
flutter/flutter,CLOSED,1,4,4,8,2093,1,5,2,3.3030555555555554
flutter/flutter,CLOSED,1,1,1,2,861,1,3,2,1.9166666666666667
flutter/flutter,MERGED,29,906,479,1385,3528,16,4,5,404.3355555555556
flutter/flutter,MERGED,1,2,2,4,749,1,1,2,2.368055555555556
flutter/flutter,MERGED,12,361,3,364,2645,12,3,3,41.70722222222222
flutter/flutter,MERGED,2,3,4,7,987,10,3,4,602.0641666666667
flutter/flutter,MERGED,1,1,1,2,1109,1,1,2,2.0144444444444445
flutter/flutter,MERGED,1,1,1,2,993,1,1,2,2.503055555555556
flutter/flutter,MERGED,3,3,3,6,2041,5,5,3,138.24944444444444
flutter/flutter,MERGED,1,1,1,2,1091,1,1,2,1.9491666666666667
flutter/flutter,CLOSED,1,4,4,8,1997,1,5,2,3.2641666666666667
flutter/flutter,CLOSED,1,1,1,2,867,1,3,2,1.9155555555555557
flutter/flutter,CLOSED,1,4,4,8,1901,1,3,2,1.2733333333333334
CyC2018/CS-Notes,MERGED,1,1,1,2,239,1,0,3,480.31138888888887
CyC2018/CS-Notes,CLOSED,1,11,17,28,0,2,1,3,95.37027777777776
CyC2018/CS-Notes,MERGED,1,1,1,2,17,1,2,3,732.4044444444445
CyC2018/CS-Notes,MERGED,1,1,1,2,10,1,0,3,2018.0883333333331
CyC2018/CS-Notes,MERGED,1,1,1,2,20,1,0,3,1835.5080555555555
CyC2018/CS-Notes,MERGED,1,1,1,2,46,1,0,3,752.32
CyC2018/CS-Notes,CLOSED,1,25,25,50,258,1,2,4,418.4261111111111
CyC2018/CS-Notes,CLOSED,2,14,30,44,46,1,1,3,1787.8922222222222
CyC2018/CS-Notes,MERGED,1,3,2,5,0,1,0,3,2222.1280555555554
CyC2018/CS-Notes,CLOSED,1,26,6,32,0,2,0,3,1562.3338888888889
CyC2018/CS-Notes,MERGED,1,1,1,2,324,1,3,2,207.54944444444445
CyC2018/CS-Notes,CLOSED,1,2,8,10,112,1,1,3,33.471944444444446
twbs/bootstrap,MERGED,64,288,541,829,200,2,0,3,13.04111111111111
twbs/bootstrap,MERGED,1,3,42,45,4369,1,0,1,5.954444444444444
twbs/bootstrap,MERGED,9,311,136,447,710,1,2,4,16.465555555555557
twbs/bootstrap,MERGED,8,8,8,16,2602,1,0,1,2.815
twbs/bootstrap,MERGED,7,35,35,70,820,1,1,4,37.34916666666667
twbs/bootstrap,MERGED,1,2,1,3,363,1,0,2,10.526666666666667
twbs/bootstrap,MERGED,136,292,4,296,1441,4,7,2,35.026666666666664
twbs/bootstrap,MERGED,1,3,3,6,1968,1,1,1,1451.5919444444444
twbs/bootstrap,MERGED,1,14,14,28,395,1,1,1,1122.6966666666667
twbs/bootstrap,MERGED,1,11,8,19,1922,1,2,1,1006.1655555555556
twbs/bootstrap,MERGED,1,3,3,6,2176,1,2,1,955.0808333333332
twbs/bootstrap,MERGED,1,3,3,6,475,1,2,1,627.8325
twbs/bootstrap,MERGED,1,30,30,60,1656,1,1,1,503.6802777777778
twbs/bootstrap,MERGED,1,3,3,6,2464,1,2,1,278.7311111111111
twbs/bootstrap,MERGED,1,3,42,45,318,1,1,1,25.28361111111111
twbs/bootstrap,MERGED,4,53,3,56,597,1,0,2,2.3072222222222223
twbs/bootstrap,MERGED,3,709,71,780,0,1,0,2,171.3786111111111
twbs/bootstrap,MERGED,1,3,3,6,958,1,4,1,183.86777777777775
twbs/bootstrap,MERGED,1,3,3,6,3117,1,1,1,118.7461111111111
twbs/bootstrap,MERGED,4,4,4,8,6586,1,0,1,10.4975
github/gitignore,MERGED,1,53,0,53,2078,6,1,4,191.00694444444449
github/gitignore,MERGED,1,1,1,2,436,3,0,3,392.0808333333333
github/gitignore,MERGED,1,1,0,1,435,1,2,2,5509.490555555555
github/gitignore,MERGED,1,2,1,3,484,3,4,5,5547.765555555556
github/gitignore,MERGED,1,2,2,4,467,2,0,3,17.59777777777778
github/gitignore,MERGED,1,1,0,1,100,1,4,2,5667.963055555556
github/gitignore,CLOSED,1,2,1,3,528,1,5,3,5150.634444444445
github/gitignore,MERGED,1,1,1,2,1149,4,3,5,5292.577222222222
github/gitignore,MERGED,1,1,1,2,354,1,3,3,5332.9863888888885
github/gitignore,MERGED,1,3,0,3,759,2,0,3,29.24972222222222
github/gitignore,CLOSED,1,1,1,2,347,1,2,2,5677.041111111111
github/gitignore,MERGED,1,2,2,4,358,1,0,2,36.41
github/gitignore,MERGED,3,86,43,129,362,1,0,2,32.3675
github/gitignore,CLOSED,1,25,0,25,2014,1,1,3,22.1775
github/gitignore,MERGED,1,2,1,3,734,2,1,3,2220.0525
github/gitignore,MERGED,1,11,3,14,1085,2,2,4,5826.995555555555
github/gitignore,MERGED,1,12,0,12,140,1,1,2,5827.2763888888885
github/gitignore,MERGED,1,4,1,5,299,1,1,2,5827.343888888889
github/gitignore,CLOSED,1,1,0,1,480,1,3,3,5867.747777777778
github/gitignore,MERGED,1,41,21,62,798,1,3,3,6084.526666666667
obra/superpowers,MERGED,1,1,1,2,3102,1,3,6,581.2430555555555
obra/superpowers,CLOSED,1,9,9,18,3530,1,1,3,83.08555555555556
obra/superpowers,CLOSED,16,244,0,244,551,2,2,2,1555.845
obra/superpowers,CLOSED,10,1104,0,1104,4652,3,3,4,2206.7336111111117
obra/superpowers,CLOSED,4,180,0,180,711,4,3,3,1538.5372222222222
obra/superpowers,CLOSED,1,1,1,2,723,1,1,4,128.265
obra/superpowers,CLOSED,1,12,7,19,820,1,1,4,537.8777777777777
obra/superpowers,CLOSED,1,10,0,10,971,1,1,5,754.4244444444445
obra/superpowers,CLOSED,1,1,1,2,2517,1,1,4,828.6394444444444
obra/superpowers,CLOSED,1,31,13,44,1785,5,2,3,2084.837777777778
obra/superpowers,CLOSED,2,86,63,149,367,2,8,4,318.2111111111111
obra/superpowers,MERGED,4,185,4,189,2260,1,1,3,173.0222222222222
obra/superpowers,CLOSED,3,253,1,254,2177,9,5,3,3486.3794444444443
obra/superpowers,CLOSED,13,981,0,981,1465,2,5,2,1568.7913888888888
obra/superpowers,CLOSED,3,357,1,358,794,2,4,2,1157.2302777777777
obra/superpowers,CLOSED,20,939,13,952,39,5,6,3,1513.5411111111111
obra/superpowers,CLOSED,5,265,0,265,1183,1,3,2,2171.251388888889
obra/superpowers,CLOSED,1,27,8,35,1988,1,3,2,2408.995555555556
obra/superpowers,CLOSED,16,922,25,947,2365,12,3,2,1146.371666666667
obra/superpowers,MERGED,11,1594,130,1724,3745,16,2,3,74.66166666666666
ollama/ollama,CLOSED,5,308,49,357,2623,1,1,3,355.925
ollama/ollama,MERGED,22,2750,425,3175,1018,3,0,2,58.13055555555555
ollama/ollama,MERGED,4,120,2,122,908,4,0,2,245.57805555555555
ollama/ollama,MERGED,12,1570,331,1901,21,2,0,2,336.9866666666667
ollama/ollama,MERGED,2,56,1,57,198,1,0,2,1.5227777777777778
ollama/ollama,MERGED,8,788,212,1000,487,1,0,2,92.02666666666669
ollama/ollama,MERGED,6,87,15,102,77,1,0,2,2.222777777777778
ollama/ollama,CLOSED,2,14,0,14,956,1,2,3,3208.580833333333
ollama/ollama,MERGED,2,459,28,487,1601,5,0,3,5.749444444444444
ollama/ollama,MERGED,2,60,1,61,769,1,0,2,5.613055555555556
ollama/ollama,MERGED,3,48,28,76,1345,2,0,2,27.781666666666663
ollama/ollama,CLOSED,10,616,28,644,7983,1,1,1,2.1355555555555554
ollama/ollama,CLOSED,7,294,28,322,5507,1,1,1,2.125277777777778
ollama/ollama,CLOSED,9,723,28,751,6955,1,1,1,2.133888888888889
ollama/ollama,MERGED,1,4,0,4,0,2,0,2,13.873888888888889
ollama/ollama,MERGED,1,5,5,10,870,3,2,2,438.8466666666667
ollama/ollama,CLOSED,3,5,5,10,146,1,1,3,6.058611111111111
ollama/ollama,CLOSED,3,3,3,6,179,1,0,2,6.998055555555555
ollama/ollama,CLOSED,1,9,0,9,193,1,2,2,6293.231944444445
ollama/ollama,MERGED,1,55,2,57,838,1,0,3,43.06444444444445
avelino/awesome-go,CLOSED,1,1,2,3,480,4,1,2,1363.5822222222223
avelino/awesome-go,MERGED,1,1,0,1,2212,2,1,4,1904.4027777777776
avelino/awesome-go,CLOSED,1,1,0,1,359,1,2,1,157.28333333333333
avelino/awesome-go,MERGED,3,5,5,10,2215,2,1,3,2.688333333333333
avelino/awesome-go,MERGED,1,1,0,1,1686,1,8,2,935.4269444444444
avelino/awesome-go,CLOSED,1,1,0,1,376,3,2,3,983.9530555555556
avelino/awesome-go,CLOSED,1,1,1,2,1830,1,1,2,529.2733333333333
avelino/awesome-go,CLOSED,1,1,0,1,1936,2,2,3,2945.5894444444443
avelino/awesome-go,MERGED,1,2,1,3,2125,2,2,3,1973.2169444444444
avelino/awesome-go,CLOSED,1,1,0,1,2110,1,2,2,3738.448611111111
avelino/awesome-go,MERGED,1,1,0,1,1392,2,1,2,47.76611111111111
avelino/awesome-go,CLOSED,1,1,0,1,1563,1,1,3,30053.993055555555
avelino/awesome-go,MERGED,2,78,1,79,1161,4,0,4,7776.136111111111
avelino/awesome-go,MERGED,1,4,4,8,697,1,2,3,6.281111111111112
avelino/awesome-go,MERGED,1,1,0,1,333,2,1,3,383.6275
avelino/awesome-go,CLOSED,1,1,0,1,817,1,2,1,7.155277777777778
avelino/awesome-go,MERGED,1,1,0,1,1760,2,1,1,5.110833333333333
avelino/awesome-go,CLOSED,1,1,1,2,566,1,1,1,38.85416666666666
avelino/awesome-go,MERGED,1,1,0,1,1865,2,2,4,2281.529722222222
avelino/awesome-go,CLOSED,1,2,0,2,1962,1,2,2,3024.443333333333
affaan-m/everything-claude-code,MERGED,3,157,6,163,1491,3,4,1,139.9675
affaan-m/everything-claude-code,CLOSED,1,622,18,640,2237,1,1,0,308.7922222222222
affaan-m/everything-claude-code,CLOSED,2,2,2,4,1673,1,2,0,168.00194444444443
affaan-m/everything-claude-code,CLOSED,1,256,0,256,4082,13,2,1,28.511388888888888
affaan-m/everything-claude-code,CLOSED,9,46,23,69,1613,3,3,1,10.79111111111111
affaan-m/everything-claude-code,CLOSED,2,1,22,23,1352,4,3,1,39.97027777777778
affaan-m/everything-claude-code,MERGED,1,34,2,36,7725,3,2,2,24.844444444444445
affaan-m/everything-claude-code,MERGED,1,1,1,2,1766,1,2,2,15.3225
affaan-m/everything-claude-code,MERGED,1,0,0,0,1574,1,1,2,3.633333333333333
affaan-m/everything-claude-code,MERGED,3,313,0,313,2067,3,3,2,13.314166666666669
affaan-m/everything-claude-code,MERGED,2,140,5,145,4129,6,5,2,67.60277777777777
affaan-m/everything-claude-code,MERGED,5,24,121,145,2328,1,2,2,76.31166666666667
affaan-m/everything-claude-code,MERGED,1,18,3,21,2806,3,2,2,1.255
affaan-m/everything-claude-code,MERGED,2,41,3,44,4657,2,2,2,2.772777777777778
affaan-m/everything-claude-code,MERGED,2,38,21,59,2653,5,2,2,6.819166666666667
affaan-m/everything-claude-code,MERGED,1,5,0,5,1826,4,2,3,135.89527777777778
affaan-m/everything-claude-code,CLOSED,2,708,0,708,1516,7,3,2,232.67694444444444
affaan-m/everything-claude-code,CLOSED,13,1815,0,1815,0,3,4,1,1.4775
affaan-m/everything-claude-code,MERGED,3,48,191,239,1398,2,2,1,2.722777777777778
affaan-m/everything-claude-code,MERGED,17,613,281,894,1779,3,4,1,19.983888888888888
f/prompts.chat,MERGED,2,40,1,41,1063,4,4,3,64.48638888888888
f/prompts.chat,MERGED,1,6,6,12,976,1,1,2,2.609166666666667
f/prompts.chat,MERGED,1,2,1,3,1426,4,1,2,7.385
f/prompts.chat,CLOSED,1,7,0,7,545,1,1,3,1843.025
f/prompts.chat,CLOSED,1,30,2,32,262,1,1,2,390.50944444444445
f/prompts.chat,CLOSED,2,57,2,59,881,1,1,2,391.75916666666666
f/prompts.chat,CLOSED,1,12,6,18,537,1,2,2,42.11222222222222
f/prompts.chat,CLOSED,1,2,0,2,561,1,1,2,39.812777777777775
f/prompts.chat,CLOSED,4,49554,2433,51987,1900,5,4,30,843.3316666666667
f/prompts.chat,CLOSED,1,96,0,96,1118,2,3,2,5.126944444444445
f/prompts.chat,CLOSED,6,39,64,103,987,4,2,2,56.30555555555556
f/prompts.chat,CLOSED,1,4,0,4,343,3,1,4,24.358888888888888
f/prompts.chat,CLOSED,2,17,0,17,685,2,0,6,6526.990555555555
f/prompts.chat,MERGED,20,129,7,136,556,1,1,2,91.36472222222224
f/prompts.chat,CLOSED,1,19,0,19,800,1,4,2,23.875833333333333
f/prompts.chat,CLOSED,1,19,0,19,637,1,3,2,13.835
f/prompts.chat,MERGED,1,13,3,16,614,1,2,2,1.6747222222222222
